"STATION","NAME","DATE","TMAX","TMIN"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-03-09","31","12"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-03-10","39","22"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-03-11","39","25"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-03-12","42","27"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-03-13","46","30"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-03-14","48","34"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-03-15","40","32"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-03-16","48","31"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-03-17","59","34"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-03-18","78","36"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-03-19","74","43"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-03-20","55","27"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-03-21","56","36"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-03-22","47","38"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-03-23","64","27"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-03-24","58","39"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-03-25","62","40"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-03-26","57","31"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-03-27","53","34"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-03-28","52","40"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-03-29","60","39"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-03-30","70","40"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-03-31","69","33"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-04-01","72","54"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-04-02","63","54"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-04-03","74","48"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-04-04","74","49"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-04-05","84","56"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-04-06","60","38"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-04-07","68","38"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-04-08","76","44"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-04-09","88","55"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-04-10","71","45"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-04-11","64","40"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-04-12","50","40"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-04-13","58","40"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-04-14","64","42"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-04-15","72","42"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-04-16","62","44"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-04-17","71","39"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-04-18","64","44"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-04-19","62","38"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-04-20","62","44"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-04-21","60","35"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-04-22","58","40"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-04-23","83","50"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-04-24","68","40"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-04-25","64","36"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-04-26","67","38"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-04-27","81","49"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-04-28","72","46"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-04-29","68","39"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-04-30","70","42"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-05-01","68","42"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-05-02","69","42"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-05-03","71","44"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-05-04","62","54"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-05-05","82","50"
