"STATION","NAME","DATE","TMAX","TMIN"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-06-12","83","59"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-06-13","81","60"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-06-14","84","61"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-06-15","80","66"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-06-17","88","58"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-06-18","84","78"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-06-19","90","69"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-06-20","87","71"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-06-21","76","67"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-06-22","83","65"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-06-23","86","60"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-06-24","90","59"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-06-25","88","69"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-06-26","79","62"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-06-27","84","62"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-06-28","81","64"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-06-29","76","65"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-06-30","85","60"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-07-01","76","69"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-07-02","82","67"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-07-03","87","71"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-07-04","91","68"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-07-05","94","69"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-07-06","90","76"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-07-07","89","73"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-07-08","91","73"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-07-09","92","72"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-07-10","90","70"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-07-11","89","68"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-07-12","82","69"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-07-13","88","68"
